adopt,qsale,gprod
Non-adopter,200,234.41346740722656
Non-adopter,200,411.0776062011719
Non-adopter,0,234.40548706054688
Non-adopter,200,422.7832336425781
Non-adopter,200,392.6131286621094
Non-adopter,60,32.05955505371094
Adopter,1250,3448.55419921875
Adopter,1250,3916.990478515625
Adopter,600,3111.714599609375
Adopter,120,316.054443359375
Adopter,120,122.63247680664062
Adopter,750,277.1212158203125
Non-adopter,625,2910.886962890625
Non-adopter,625,1979.553955078125
Non-adopter,240,500.86248779296875
Adopter,625,863.322998046875
Non-adopter,625,1944.0936279296875
Non-adopter,450,1514.029296875
Adopter,350,741.88568115234375
Non-adopter,350,538.1171875
Non-adopter,480,2235.85595703125
Non-adopter,0,430.0435485839844
Non-adopter,0,55.077518463134766
Non-adopter,0,216.50375366210938
Non-adopter,200,499.41162109375
Non-adopter,200,219.946044921875
Non-adopter,0,226.12432861328125
Non-adopter,200,963.393310546875
Non-adopter,200,738.779541015625
Non-adopter,720,1365.161376953125
Non-adopter,0,262.75421142578125
Non-adopter,0,101.738525390625
Non-adopter,180,1116.677978515625
Non-adopter,0,144.87815856933594
Non-adopter,0,405.9601745605469
Non-adopter,540,2125.25
Non-adopter,0,245.5498046875
Non-adopter,0,160.96044921875
Non-adopter,120,350.95672607421875
Non-adopter,0,376.61077880859375
Non-adopter,0,129.29141235351562
Non-adopter,1200,1565.2586669921875
Non-adopter,0,144.82545471191406
Non-adopter,0,59.66598892211914
Non-adopter,930,692.52703857421875
Non-adopter,200,88.89936828613281
Non-adopter,200,54.24753189086914
Non-adopter,0,442.5491638183594
Non-adopter,0,185.11769104003906
Non-adopter,0,241.2556610107422
Non-adopter,120,129.84523010253906
Non-adopter,0,380.701904296875
Non-adopter,0,202.45407104492188
Non-adopter,60,173.80633544921875
Non-adopter,200,401.741943359375
Adopter,200,510.2155456542969
Non-adopter,150,1965.64501953125
Non-adopter,400,749.946044921875
Non-adopter,400,1107.97021484375
Non-adopter,0,1310.5693359375
Non-adopter,200,342.1783447265625
Non-adopter,200,340.134033203125
Non-adopter,0,468.9595642089844
Non-adopter,300,1122.2442626953125
Non-adopter,300,444.7255554199219
Non-adopter,270,2767.3564453125
Non-adopter,0,439.8588562011719
Non-adopter,0,966.11505126953125
Non-adopter,540,385.1492614746094
Non-adopter,0,89.82352447509766
Non-adopter,0,283.3053283691406
Non-adopter,840,1946.27783203125
Non-adopter,300,566.100341796875
Adopter,300,361.493896484375
Adopter,150,977.65576171875
Non-adopter,400,304.282470703125
Adopter,400,552.320068359375
Adopter,300,2210.4814453125
Non-adopter,200,707.7547607421875
Adopter,200,259.5812683105469
Adopter,0,223.5982666015625
Non-adopter,300,120.72246551513672
Non-adopter,300,256.26263427734375
Non-adopter,450,311.2781982421875
Non-adopter,140,298.6602783203125
Non-adopter,140,324.8561706542969
Non-adopter,0,913.0128173828125
Non-adopter,0,41.610633850097656
Non-adopter,0,43.9412956237793
Non-adopter,0,609.7069091796875
Non-adopter,160,473.8592834472656
Non-adopter,160,307.0632629394531
Non-adopter,540,1833.59130859375
Non-adopter,0,499.45233154296875
Non-adopter,0,190.64889526367188
Non-adopter,0,1137.677978515625
Non-adopter,0,216.708740234375
Non-adopter,0,293.25372314453125
Non-adopter,0,364.2410583496094
Non-adopter,200,532.7265625
Non-adopter,200,186.98095703125
Non-adopter,0,4093.70263671875
Non-adopter,0,131.415283203125
Non-adopter,0,93.97818756103516
Adopter,180,2074.6943359375
Non-adopter,0,146.65692138671875
Non-adopter,0,143.68446350097656
Non-adopter,0,272.99896240234375
Non-adopter,0,215.44461059570312
Non-adopter,0,65.56260681152344
Adopter,240,349.6181640625
Non-adopter,0,68.3939208984375
Non-adopter,0,95.38114929199219
Non-adopter,0,709.4453125
Non-adopter,0,136.88320922851562
Non-adopter,0,83.8017349243164
Non-adopter,0,198.14712524414062
Non-adopter,0,174.10708618164062
Non-adopter,0,37.08758544921875
Non-adopter,0,506.1728820800781
Non-adopter,0,223.01190185546875
Non-adopter,0,150.19776916503906
Non-adopter,90,118.42377471923828
Non-adopter,0,139.10598754882812
Non-adopter,0,131.3718719482422
Adopter,240,473.243408203125
Non-adopter,0,220.74810791015625
Adopter,0,319.5175476074219
Non-adopter,900,1221.216064453125
Non-adopter,400,130.62335205078125
Adopter,400,213.87899780273438
Adopter,300,1648.5052490234375
Non-adopter,300,382.4814453125
Adopter,300,104.74478149414062
Adopter,120,84.752105712890625
Non-adopter,0,119.76153564453125
Adopter,0,264.59613037109375
Adopter,300,274.9941101074219
Non-adopter,0,293.0392150878906
Non-adopter,0,194.2288360595703
Non-adopter,0,658.14349365234375
Non-adopter,200,111.25359344482422
Adopter,200,102.64798736572266
Adopter,480,860.28009033203125
Non-adopter,0,347.91302490234375
Adopter,0,387.5077819824219
Adopter,1200,4917.21240234375
Non-adopter,0,121.30377197265625
Non-adopter,0,291.8245544433594
Non-adopter,180,864.99267578125
Non-adopter,200,103.53244018554688
Non-adopter,200,165.2884063720703
Non-adopter,0,2259.09765625
Non-adopter,0,165.80580139160156
Non-adopter,0,226.010498046875
Non-adopter,150,242.85829162597656
Non-adopter,0,137.84246826171875
Non-adopter,0,98.48230743408203
Non-adopter,375,1938.10791015625
Non-adopter,0,186.30258178710938
Non-adopter,0,331.1504211425781
Non-adopter,0,223.5358428955078
Non-adopter,200,490.0694274902344
Non-adopter,200,266.610107421875
Non-adopter,0,1754.3128662109375
Non-adopter,300,138.70387268066406
Non-adopter,300,361.57342529296875
Non-adopter,90,131.9199676513672
Non-adopter,0,384.7794494628906
Non-adopter,0,397.1124267578125
Non-adopter,150,613.984130859375
Non-adopter,0,400.02252197265625
Non-adopter,0,491.7821350097656
Non-adopter,0,672.6435546875
Non-adopter,400,310.13189697265625
Adopter,400,399.2647705078125
Adopter,900,776.52392578125
Non-adopter,200,332.3006286621094
Adopter,200,247.38792419433594
Adopter,120,1678.95068359375
Non-adopter,100,55.27610397338867
Non-adopter,100,33.46080017089844
Non-adopter,0,237.75961303710938
Non-adopter,200,559.65960693359375
Non-adopter,200,128.71832275390625
Non-adopter,0,37.169960021972656
Non-adopter,160,369.22845458984375
Non-adopter,160,353.06494140625
Non-adopter,0,244.1943359375
Non-adopter,200,258.50750732421875
Non-adopter,200,388.4671936035156
Non-adopter,0,213.5510711669922
Non-adopter,150,60.93136978149414
Non-adopter,150,101.6810073852539
Non-adopter,0,189.77342224121094
Non-adopter,125,56.14345932006836
Non-adopter,125,265.247314453125
Non-adopter,0,715.693115234375
Non-adopter,0,339.76507568359375
Non-adopter,0,150.28546142578125
Non-adopter,0,2062.63525390625
Adopter,625,886.25506591796875
Non-adopter,625,1184.9947509765625
Non-adopter,0,2012.0416259765625
Non-adopter,120,92.547149658203125
Non-adopter,120,129.8495330810547
Non-adopter,210,240.01429748535156
Non-adopter,125,84.92756652832031
Non-adopter,125,243.0640869140625
Adopter,425,622.96429443359375
Non-adopter,425,719.22357177734375
Non-adopter,150,733.96588134765625
Non-adopter,250,748.58538818359375
Non-adopter,250,905.47039794921875
Non-adopter,120,70.21446228027344
Non-adopter,595,583.877197265625
Non-adopter,595,122.01777648925781
Non-adopter,900,881.5029296875
Non-adopter,105,453.13037109375
Non-adopter,105,239.598388671875
Non-adopter,900,1830.6038818359375
Non-adopter,400,461.1033935546875
Non-adopter,400,126.63029479980469
Non-adopter,0,588.4918212890625
Non-adopter,1850,2589.57470703125
Adopter,3000,3674.622802734375
Non-adopter,1100,1661.34423828125
Non-adopter,1100,412.00750732421875
Non-adopter,745,3496.44140625
Non-adopter,275,592.84710693359375
Non-adopter,275,460.0334777832031
Non-adopter,300,997.95220947265625
Non-adopter,1125,4594.23828125
Non-adopter,1125,2515.729248046875
Non-adopter,540,1268.5150146484375
Non-adopter,525,1433.9639892578125
Non-adopter,525,485.7886047363281
Non-adopter,480,1780.9237060546875
Non-adopter,625,1787.53662109375
Non-adopter,625,1907.523193359375
Non-adopter,200,221.1878662109375
Non-adopter,200,1108.92236328125
Non-adopter,600,841.47857666015625
Non-adopter,525,279.18170166015625
Non-adopter,525,1169.77001953125
Non-adopter,1050,3424.139892578125
Non-adopter,200,360.2730712890625
Non-adopter,200,304.6090087890625
Non-adopter,2400,189.08592224121094
Non-adopter,300,447.37445068359375
Adopter,300,235.31695556640625
Adopter,150,259.33001708984375
Non-adopter,250,898.3404541015625
Non-adopter,250,924.77105712890625
Non-adopter,3000,3871.580322265625
Non-adopter,640,521.70916748046875
Non-adopter,640,1331.5220947265625
Non-adopter,250,922.56231689453125
Non-adopter,250,429.1728210449219
Non-adopter,240,689.1510009765625
Non-adopter,250,977.51898193359375
Non-adopter,250,346.8238525390625
Non-adopter,240,823.7645263671875
Non-adopter,0,278.36236572265625
Non-adopter,0,906.47283935546875
Non-adopter,0,815.90863037109375
Non-adopter,150,446.57476806640625
Non-adopter,150,494.82501220703125
Non-adopter,500,1324.8416748046875
Non-adopter,500,1832.7064208984375
Non-adopter,2730,1963.8663330078125
Adopter,800,3202.259033203125
Adopter,800,4874.34033203125
Non-adopter,900,1400.3671875
Adopter,1750,3560.27099609375
Adopter,1750,2740.130615234375
Adopter,1350,772.24530029296875
Adopter,1140,1701.9415283203125
Adopter,1500,1941.868896484375
Adopter,1750,1732.15869140625
Adopter,2400,63.06559371948242
Non-adopter,300,1122.9759521484375
Non-adopter,300,860.61614990234375
Non-adopter,2400,3498.81396484375
Adopter,2550,2279.084228515625
Non-adopter,550,1753.7325439453125
Non-adopter,550,2010.81591796875
Non-adopter,450,572.76055908203125
Adopter,1000,1454.175048828125
Adopter,1000,1659.128173828125
Non-adopter,1800,1592.018798828125
Adopter,1500,1900.06982421875
Non-adopter,1080,646.366455078125
Non-adopter,700,1056.7889404296875
Non-adopter,700,416.2720031738281
Non-adopter,450,41.38452911376953
Non-adopter,300,1958.6923828125
Adopter,1500,3075.54296875
Adopter,1500,3635.022216796875
Non-adopter,2910,3984.076904296875
Non-adopter,200,452.5644836425781
Non-adopter,200,429.47479248046875
Non-adopter,180,183.9959716796875
Non-adopter,300,670.35699462890625
Non-adopter,300,751.69183349609375
Non-adopter,300,216.90895080566406
Adopter,150,368.6561279296875
Adopter,150,524.14923095703125
Adopter,90,198.50973510742188
Non-adopter,400,408.6313781738281
Non-adopter,400,657.231689453125
Non-adopter,100,110.22870635986328
Non-adopter,100,326.2431945800781
Non-adopter,100,277.4186096191406
Non-adopter,540,652.1751708984375
Non-adopter,0,609.515380859375
Non-adopter,0,107.5751724243164
Non-adopter,2520,1483.309326171875
Non-adopter,800,157.6767120361328
Non-adopter,800,636.353759765625
Non-adopter,400,123.82693481445312
Non-adopter,400,411.6020812988281
Non-adopter,528,1362.082275390625
Non-adopter,528,1227.563232421875
Non-adopter,240,1784.18017578125
Non-adopter,1200,995.6966552734375
Non-adopter,1200,735.20965576171875
Non-adopter,1680,515.36663818359375
Non-adopter,1050,904.68914794921875
Non-adopter,1050,1857.1861572265625
Non-adopter,900,2200.69873046875
Non-adopter,1128,1033.4930419921875
Non-adopter,1128,972.891357421875
Non-adopter,120,717.74420166015625
Non-adopter,1378,1872.8861083984375
Non-adopter,1378,1072.7708740234375
Non-adopter,2000,2219.37646484375
Non-adopter,2000,628.4647216796875
Non-adopter,1080,766.00506591796875
Non-adopter,1080,392.31787109375
Non-adopter,1800,4932.27294921875
Non-adopter,625,284.6839904785156
Non-adopter,625,1337.798095703125
Non-adopter,280,218.03680419921875
Non-adopter,280,233.90957641601562
Non-adopter,2700,3905.146728515625
Non-adopter,0,991.883544921875
Non-adopter,0,771.870849609375
Non-adopter,2340,1926.289306640625
Non-adopter,0,1257.7366943359375
Non-adopter,0,559.3135986328125
Non-adopter,0,1923.0751953125
Non-adopter,200,220.83837890625
Non-adopter,200,912.45306396484375
Non-adopter,810,479.04010009765625
Non-adopter,300,213.81224060058594
Non-adopter,300,959.9984130859375
Non-adopter,750,1998.6024169921875
Non-adopter,1100,738.58038330078125
Non-adopter,1100,170.6417236328125
Non-adopter,300,540.23248291015625
Non-adopter,460,594.03009033203125
Non-adopter,460,299.9671630859375
Adopter,900,1687.098388671875
Non-adopter,520,1587.608642578125
Non-adopter,520,1376.601318359375
Non-adopter,750,1516.9202880859375
Non-adopter,1150,1367.60205078125
Non-adopter,1150,1044.94384765625
Adopter,750,1713.1036376953125
Non-adopter,0,1202.2132568359375
Non-adopter,0,1495.9869384765625
Adopter,750,1725.4189453125
Non-adopter,0,1924.23876953125
Non-adopter,0,748.85504150390625
Non-adopter,300,823.7728271484375
Non-adopter,2800,1258.6419677734375
Non-adopter,2800,915.85137939453125
Non-adopter,0,164.22227478027344
Non-adopter,500,240.34458923339844
Non-adopter,500,939.74310302734375
Non-adopter,2100,2318.99853515625
Non-adopter,0,859.22955322265625
Non-adopter,0,399.8056335449219
Non-adopter,480,1028.502197265625
Non-adopter,0,243.4923858642578
Non-adopter,0,526.83758544921875
Non-adopter,750,1563.901123046875
Non-adopter,400,958.06036376953125
Non-adopter,400,630.492431640625
Non-adopter,1500,1342.4111328125
Non-adopter,500,716.27667236328125
Non-adopter,500,588.46502685546875
Adopter,600,1363.9234619140625
Non-adopter,400,107.66665649414062
Non-adopter,400,427.0772399902344
Non-adopter,150,618.61761474609375
Non-adopter,300,688.64569091796875
Non-adopter,300,893.52252197265625
Non-adopter,180,1366.97705078125
Non-adopter,400,516.576904296875
Non-adopter,400,814.60980224609375
Non-adopter,450,772.84375
Non-adopter,200,437.896484375
Non-adopter,200,227.89852905273438
Non-adopter,450,245.5742645263672
Non-adopter,400,260.9312438964844
Non-adopter,400,162.9701690673828
Non-adopter,360,973.41253662109375
Non-adopter,300,822.75360107421875
Non-adopter,300,742.93560791015625
Non-adopter,300,150.94573974609375
Non-adopter,0,974.30279541015625
Non-adopter,0,865.15411376953125
Non-adopter,1080,3528.880615234375
Non-adopter,500,320.9740295410156
Non-adopter,500,342.7074279785156
Non-adopter,210,208.10826110839844
Non-adopter,500,122.41409301757812
Non-adopter,500,285.9171447753906
Non-adopter,0,357.4578857421875
Non-adopter,500,234.18203735351562
Non-adopter,500,416.1097412109375
Non-adopter,450,1705.20947265625
Non-adopter,600,442.1526794433594
Non-adopter,600,761.93438720703125
Non-adopter,400,989.228759765625
Non-adopter,400,508.6755065917969
Non-adopter,2160,2117.882568359375
Non-adopter,500,614.43701171875
Non-adopter,500,141.6309356689453
Non-adopter,120,2756.08837890625
Non-adopter,400,158.88442993164062
Non-adopter,400,587.0042724609375
Non-adopter,1080,1840.866455078125
Non-adopter,200,235.4354705810547
Non-adopter,200,145.17138671875
Non-adopter,360,1958.9365234375
Non-adopter,200,486.9046325683594
Non-adopter,200,169.82400512695312
Non-adopter,200,266.6140441894531
Non-adopter,200,463.7460632324219
Non-adopter,300,333.6175842285156
Non-adopter,300,592.74920654296875
Non-adopter,600,748.74114990234375
Non-adopter,600,284.2621765136719
Non-adopter,420,326.4837341308594
Non-adopter,775,513.14410400390625
Non-adopter,775,513.91888427734375
Adopter,800,365.40924072265625
Adopter,1150,1576.21142578125
Adopter,1150,392.723388671875
Adopter,600,2753.11865234375
Non-adopter,125,179.44638061523438
Non-adopter,125,76.22699737548828
Adopter,100,1429.6031494140625
Non-adopter,625,2227.431396484375
Adopter,625,269.41583251953125
Adopter,2000,452.2218322753906
Non-adopter,0,143.59783935546875
Non-adopter,0,235.8848114013672
Non-adopter,390,1143.798095703125
Non-adopter,150,317.84368896484375
Non-adopter,150,215.08030700683594
Adopter,600,2402.653076171875
Non-adopter,250,328.6253356933594
Non-adopter,250,68.62114715576172
Non-adopter,0,1176.260498046875
Non-adopter,0,298.8896789550781
Non-adopter,0,229.20059204101562
Non-adopter,0,55.265838623046875
Adopter,0,249.43637084960938
Non-adopter,0,54.30133819580078
Non-adopter,0,37.65256881713867
Adopter,250,462.6220397949219
Non-adopter,250,113.45259094238281
Adopter,900,3087.809326171875
Adopter,0,209.3268585205078
Non-adopter,0,166.21302795410156
Non-adopter,0,204.46139526367188
Adopter,420,1195.4127197265625
Adopter,0,2820.927490234375
Adopter,400,55.92900466918945
Adopter,0,1171.16748046875
Adopter,900,956.48052978515625
Adopter,400,1828.669921875
Adopter,540,460.7668762207031
Adopter,0,2562.95263671875
Adopter,0,3680.59619140625
Adopter,180,287.0400085449219
Adopter,300,1864.316650390625
Adopter,500,1137.5745849609375
Non-adopter,900,1452.13818359375
Adopter,1500,1159.5888671875
Adopter,500,329.4845275878906
Adopter,500,354.8748474121094
Adopter,1000,584.31732177734375
Adopter,200,84.83138275146484
Adopter,200,296.52197265625
Adopter,0,489.4264831542969
Adopter,400,62.53388977050781
Adopter,400,156.90365600585938
Adopter,600,426.12310791015625
Non-adopter,300,298.8652648925781
Non-adopter,300,104.28968048095703
Adopter,0,892.920166015625
Non-adopter,0,274.06982421875
Non-adopter,0,450.22003173828125
Non-adopter,490,186.4437255859375
Non-adopter,0,299.591796875
Non-adopter,0,193.13662719726562
Non-adopter,1200,880.6151123046875
Non-adopter,500,348.981689453125
Non-adopter,500,583.86376953125
Non-adopter,2900,2178.36376953125
Non-adopter,500,791.35113525390625
Non-adopter,500,723.81884765625
Adopter,180,397.40338134765625
Non-adopter,75,203.2187042236328
Non-adopter,75,35.762001037597656
Non-adopter,0,119.91106414794922
Non-adopter,150,183.13417053222656
Adopter,150,161.73184204101562
Adopter,3000,3101.66748046875
Non-adopter,500,480.81732177734375
Adopter,500,833.48388671875
Adopter,1000,528.0185546875
Adopter,250,455.617919921875
Adopter,250,142.87596130371094
Adopter,0,1051.6431884765625
Adopter,200,208.0576171875
Adopter,200,485.37579345703125
Adopter,600,852.18994140625
Adopter,300,329.8549499511719
Adopter,300,261.74578857421875
Adopter,1950,3174.61376953125
Adopter,0,121.42362976074219
Adopter,0,276.3336486816406
Adopter,1300,2646.81298828125
Adopter,400,420.6264343261719
Adopter,400,111.03306579589844
Non-adopter,280,460.6420593261719
Non-adopter,400,937.54449462890625
Non-adopter,400,161.2837371826172
Adopter,1200,119.13137817382812
Non-adopter,0,124.43231201171875
Non-adopter,0,172.85707092285156
Adopter,690,280.973388671875
Non-adopter,0,496.85089111328125
Non-adopter,0,315.6995544433594
Adopter,0,134.9781494140625
Non-adopter,1100,754.964599609375
Non-adopter,1100,856.5477294921875
Non-adopter,1280,990.04351806640625
Non-adopter,0,856.2745361328125
Non-adopter,0,228.77195739746094
Non-adopter,2000,954.6524658203125
Non-adopter,250,805.27923583984375
Adopter,250,992.08880615234375
Adopter,1200,2395.800537109375
Non-adopter,0,62.33671951293945
Non-adopter,0,79.95792388916016
Non-adopter,3000,2943.806640625
Non-adopter,0,74.30769348144531
Non-adopter,0,143.21885681152344
Non-adopter,0,348.07415771484375
Non-adopter,0,546.9794921875
Adopter,900,1586.5364990234375
Non-adopter,200,269.33935546875
Non-adopter,200,118.79352569580078
Non-adopter,0,77.21617126464844
Non-adopter,400,905.430419921875
Non-adopter,400,345.1083984375
Non-adopter,0,160.5675811767578
Non-adopter,0,396.0934143066406
Non-adopter,2000,258.41156005859375
Non-adopter,175,428.8307800292969
Non-adopter,175,180.56800842285156
Non-adopter,600,622.97271728515625
Non-adopter,175,312.7726135253906
Adopter,175,376.549560546875
Adopter,240,148.75717163085938
Non-adopter,600,633.51947021484375
Non-adopter,600,567.84893798828125
Adopter,1320,470.32171630859375
Non-adopter,0,178.56170654296875
Non-adopter,0,209.61038208007812
Non-adopter,1800,1655.95166015625
Non-adopter,1800,1782.2158203125
Non-adopter,1800,653.95733642578125
Non-adopter,0,1225.871826171875
Non-adopter,100,193.31069946289062
Non-adopter,100,121.05534362792969
Non-adopter,2000,971.830322265625
Non-adopter,0,449.1725769042969
Non-adopter,0,193.42868041992188
Adopter,360,2085.1962890625
Non-adopter,0,717.6475830078125
Adopter,0,1096.197021484375
Adopter,1000,1170.2899169921875
Non-adopter,0,127.48907470703125
Non-adopter,0,268.5688171386719
Adopter,720,1102.65771484375
Non-adopter,400,227.52647399902344
Non-adopter,400,105.95755004882812
Non-adopter,200,71.440399169921875
Non-adopter,700,473.2047424316406
Non-adopter,700,512.18572998046875
Non-adopter,800,249.6585235595703
Non-adopter,800,188.17218017578125
Adopter,0,455.5624084472656
Non-adopter,0,219.7467041015625
Adopter,0,425.2740783691406
Non-adopter,0,897.01837158203125
Non-adopter,0,212.39804077148438
Adopter,1200,187.00979614257812
Non-adopter,0,430.5263366699219
Non-adopter,0,161.9147491455078
Non-adopter,0,74.55550384521484
Non-adopter,0,337.0339050292969
Non-adopter,0,382.67559814453125
Non-adopter,200,104.7559814453125
Non-adopter,0,218.62103271484375
Non-adopter,0,344.0669860839844
Non-adopter,0,61.93254470825195
Non-adopter,0,156.22738647460938
Non-adopter,0,384.1011962890625
Non-adopter,0,238.25222778320312
Non-adopter,0,385.52716064453125
Non-adopter,0,303.3459167480469
Non-adopter,0,152.34954833984375
Non-adopter,0,77.54109954833984
Non-adopter,0,145.12481689453125
Non-adopter,400,226.8743133544922
Non-adopter,0,476.6358337402344
Non-adopter,0,482.6147766113281
Non-adopter,0,180.27224731445312
Non-adopter,0,215.65626525878906
Non-adopter,0,77.024932861328125
Adopter,600,1069.33642578125
Non-adopter,0,170.6148223876953
Adopter,0,119.53319549560547
Non-adopter,600,747.87445068359375
Non-adopter,0,35.388179779052734
Non-adopter,0,246.2940216064453
Non-adopter,0,134.29750061035156
Non-adopter,0,490.2767639160156
Non-adopter,0,238.4614715576172
Non-adopter,0,226.6043243408203
Non-adopter,0,201.5363311767578
Non-adopter,0,114.55702209472656
Non-adopter,360,248.869140625
Adopter,75,370.42236328125
Non-adopter,75,485.3725280761719
Adopter,200,304.877685546875
Non-adopter,100,276.2981872558594
Non-adopter,100,351.427734375
Non-adopter,200,128.33688354492188
Adopter,250,447.9385070800781
Adopter,250,223.3171844482422
Adopter,150,295.8836669921875
Adopter,100,218.10723876953125
Non-adopter,100,93.38037109375
Non-adopter,0,277.51959228515625
Adopter,225,977.8729248046875
Non-adopter,225,558.13580322265625
Adopter,240,328.3741455078125
Adopter,250,728.62353515625
Non-adopter,250,1205.82958984375
Non-adopter,300,92.52368927001953
Adopter,150,714.4140625
Non-adopter,150,458.9100036621094
Non-adopter,500,426.5962829589844
Adopter,0,123.591796875
Non-adopter,0,258.20263671875
Non-adopter,0,696.35491943359375
Adopter,175,519.55267333984375
Non-adopter,175,230.22073364257812
Non-adopter,0,180.248046875
Adopter,200,188.86224365234375
Adopter,200,143.25537109375
Adopter,0,109.99185180664062
Adopter,0,101.6302261352539
Adopter,0,494.7498779296875
Adopter,0,222.84617614746094
Adopter,200,175.41241455078125
Adopter,200,128.841552734375
Non-adopter,0,370.6847229003906
Adopter,300,212.72987365722656
Adopter,300,522.65667724609375
Adopter,0,332.49517822265625
Adopter,300,241.96499633789062
Adopter,300,455.3058776855469
Adopter,600,361.7880554199219
Adopter,300,480.7981262207031
Adopter,300,62.866668701171875
Adopter,600,538.864990234375
Adopter,0,793.9931640625
Adopter,0,521.5216064453125
Adopter,0,242.2227783203125
Adopter,300,241.06407165527344
Adopter,300,98.67340850830078
Adopter,0,107.21843719482422
Adopter,100,53.80097579956055
Adopter,100,84.06742095947266
Adopter,300,193.37649536132812
Non-adopter,300,193.42137145996094
Non-adopter,300,108.8268814086914
Adopter,360,481.1592102050781
Adopter,225,542.40008544921875
Non-adopter,225,180.82521057128906
Adopter,720,1062.312744140625
Adopter,200,589.70672607421875
Non-adopter,200,83.71174621582031
Non-adopter,840,595.50054931640625
Adopter,175,597.3438720703125
Non-adopter,175,230.1914825439453
Adopter,120,1062.975830078125
Adopter,350,426.3567810058594
Non-adopter,350,228.9707489013672
Adopter,600,191.19338989257812
Adopter,150,68.07549285888672
Non-adopter,150,226.91946411132812
Adopter,900,1110.9361572265625
Adopter,0,1908.182861328125
Adopter,0,2245.455810546875
Adopter,0,256.1064453125
Adopter,150,154.84471130371094
Adopter,150,422.0082702636719
Adopter,300,1075.5126953125
Adopter,0,273.3377685546875
Non-adopter,0,264.5105285644531
Adopter,150,278.8143310546875
Adopter,275,629.1337890625
Non-adopter,275,270.9576721191406
Adopter,240,326.6022644042969
Adopter,300,258.5399475097656
Adopter,300,269.0286865234375
Adopter,0,283.67718505859375
Non-adopter,650,631.32513427734375
Non-adopter,650,209.38882446289062
Adopter,1200,657.47747802734375
Non-adopter,100,205.68162536621094
Non-adopter,100,154.87828063964844
Non-adopter,0,346.41656494140625
Adopter,300,266.2596435546875
Adopter,300,524.2901611328125
Adopter,0,129.69357299804688
Adopter,200,438.2451171875
Adopter,200,964.482177734375
Adopter,540,1056.5950927734375
Adopter,150,75.27561950683594
Adopter,150,160.5011444091797
Non-adopter,0,409.2254333496094
Adopter,300,121.70681762695312
Adopter,300,311.8688049316406
Adopter,0,335.8755187988281
Non-adopter,300,113.79776000976562
Non-adopter,300,113.67522430419922
Adopter,0,274.1133117675781
Adopter,100,227.62770080566406
Adopter,100,262.11932373046875
Adopter,150,54.31658172607422
Non-adopter,0,686.701416015625
Non-adopter,0,377.06451416015625
Adopter,0,342.231689453125
Adopter,300,564.96685791015625
Adopter,300,138.65704345703125
Adopter,100,309.23846435546875
Non-adopter,400,257.7532653808594
Non-adopter,400,69.95941925048828
Adopter,0,120.31175994873047
Adopter,225,26.801288604736328
Non-adopter,225,214.9364776611328
Adopter,0,778.07135009765625
Adopter,100,261.47833251953125
Adopter,100,1085.34326171875
Adopter,300,278.2003173828125
Adopter,0,196.7943572998047
Adopter,0,273.16314697265625
Non-adopter,210,177.4810333251953
Adopter,400,385.1080627441406
Adopter,400,504.982666015625
Non-adopter,800,234.8278350830078
Adopter,0,164.3251190185547
Adopter,0,189.26979064941406
Adopter,180,280.6523742675781
Non-adopter,0,94.43978118896484
Non-adopter,0,162.5253143310547
Adopter,0,442.5962829589844
Non-adopter,0,415.7476806640625
Non-adopter,0,465.4549865722656
Non-adopter,0,58.017024993896484
Non-adopter,0,117.17948150634766
Non-adopter,0,51.72644805908203
Non-adopter,140,359.6692810058594
Non-adopter,0,156.6101531982422
Non-adopter,0,91.14775085449219
Non-adopter,0,371.8128662109375
Adopter,0,558.48626708984375
Non-adopter,0,487.341796875
Non-adopter,0,232.0469512939453
Non-adopter,0,130.26092529296875
Non-adopter,0,159.77915954589844
Adopter,150,202.40960693359375
Non-adopter,0,59.42866134643555
Non-adopter,0,235.16043090820312
Adopter,720,1081.6683349609375
Non-adopter,300,63.4092903137207
Non-adopter,300,189.25526428222656
Adopter,0,337.9391784667969
Non-adopter,625,822.3197021484375
Non-adopter,625,1649.4801025390625
Adopter,3000,2330.0419921875
Adopter,150,553.4248046875
Non-adopter,150,242.83572387695312
Non-adopter,0,153.95655822753906
Non-adopter,500,572.64007568359375
Non-adopter,500,493.975830078125
Adopter,0,31.913957595825195
Adopter,675,315.51849365234375
Non-adopter,675,1024.5120849609375
Non-adopter,0,105.19330596923828
Non-adopter,0,280.8015441894531
Non-adopter,0,287.71575927734375
Adopter,840,1562.5634765625
Adopter,0,97.90399932861328
Non-adopter,0,35.219818115234375
Non-adopter,600,337.6324768066406
Non-adopter,100,80.74353790283203
Non-adopter,100,120.13839721679688
Non-adopter,0,555.00274658203125
Adopter,75,636.7066650390625
Non-adopter,75,529.40716552734375
Adopter,180,513.320556640625
Adopter,100,104.02037811279297
Non-adopter,100,201.9666290283203
Adopter,150,294.14654541015625
Adopter,100,314.02227783203125
Non-adopter,100,339.3005065917969
Adopter,0,303.0267333984375
Non-adopter,75,56.10663604736328
Non-adopter,75,87.45198822021484
Adopter,0,202.6915740966797
Non-adopter,150,250.85986328125
Non-adopter,150,249.2881622314453
Non-adopter,300,75.38410949707031
Non-adopter,475,1117.633056640625
Non-adopter,475,385.33740234375
Non-adopter,0,230.5802764892578
Non-adopter,0,243.4178924560547
